"url","sci_name","common_name","habitat","venom_stat","threat_to_humans","human_uses1","human_uses2","IUCN_red_list_status","physical_characters","model_predictions"
"https://www.fishbase.se/summary/Conger-oceanicus.html","Conger oceanicus (Mitchill, 1818)","American conger","Marine;  demersal; oceanodromous (Ref. 51243); depth range 1 - 477 m (Ref. 5951), usually 75 - 150 m (Ref. 5951). Subtropical; 46°N -   16°S, 97°W -   5°W","nonvenomous","Harmless","FAO - Fisheries: landings; Publication: search  | FishSource | Sea Around Us","Fisheries: minor commercial","Least Concern (LC) ; Date assessed: 10 September 2014","Maturity: Lm ?  range ? - ? cm Max length : 230 cm TL male/unsexed; (Ref. 7251); common length : 100.0 cm TL male/unsexed; (Ref. 3715); max. published weight: 40.0 kg (Ref. 7251)","Nutrients  (Ref. 124155):  Calcium = 27.1 [15.1, 52.3] mg/100g; Iron = 0.781 [0.431, 1.338] mg/100g; Protein = 18.8 [15.9, 21.7] %; Omega3 = 0.284 [0.126, 0.807] g/100g; Selenium = 62.7 [30.7, 130.0] μg/100g; VitaminA = 9.12 [2.53, 34.69] μg/100g; Zinc = 0.384 [0.274, 0.565] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Muraenesox-cinereus.html","Muraenesox cinereus (Forsskål, 1775)","Daggertooth pike conger","Marine; freshwater; brackish;  demersal; oceanodromous; depth range ? - 800 m (Ref. 100719), usually ? - 300 m (Ref. 9942). Subtropical; 47°N -   4°S, 30°E -   143°E (Ref. 54598)","nonvenomous","Harmless","Fisheries: highly commercial; aquaculture: commercial; gamefish: yes; bait: occasionally","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 13 November 2019","Maturity: Lm ?  range ? - ? cm Max length : 220 cm TL male/unsexed; (Ref. 559); common length : 80.0 cm TL male/unsexed; (Ref. 3397); max. reported age: 15 years (Ref. 72462)","Preferred temperature (Ref. 123201): 11.6 - 23.2, mean 17.4 °C (based on 401 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.6250   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00437 (0.00171 - 0.01116), b=3.07 (2.85 - 3.29), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  4.4   ±0.67 se; based on food items.					

				
					
					
						 Generation time: 5.8 ( na - na) years. Estimated as median ln(3)/K based on 2 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Tmax=15; K=0.19-0.33; Min Rel Fec=153).					
								
					
						 Prior r = 0.57, 95% CL = 0.37 - 0.85, Based on 3 stock assessments.					
				
									
					Fishing Vulnerability  (Ref. 59153):  High vulnerability (62 of 100).					
								
				
									
					Climate Vulnerability  (Ref. 125649):  Very high vulnerability (85 of 100).					
								
				
										
					
											Price category  (Ref. 80766):  						Very high."
"https://www.fishbase.se/summary/Myrichthys-maculosus.html","Myrichthys maculosus (Cuvier, 1816)","Tiger snake eel","Marine;  reef-associated; depth range 0 - 262 m (Ref. 9710). Tropical; 30°N -   33°S","nonvenomous","Harmless","Aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 04 November 2019","Maturity: Lm ?  range ? - ? cm Max length : 100.0 cm TL male/unsexed; (Ref. 1602); common length : 50.0 cm TL male/unsexed; (Ref. 9137)","Preferred temperature (Ref. 123201): 19.2 - 28.2, mean 26.1 °C (based on 991 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5005   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00089 (0.00039 - 0.00204), b=3.00 (2.80 - 3.20), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.6   ±0.4 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  High vulnerability (60 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 29.1 [15.6, 50.6] mg/100g; Iron = 0.466 [0.280, 0.952] mg/100g; Protein = 18.7 [16.4, 21.2] %; Omega3 = 0.121 [0.054, 0.337] g/100g; Selenium = 67.5 [38.0, 129.7] μg/100g; VitaminA = 42.2 [13.0, 130.0] μg/100g; Zinc = 0.849 [0.605, 1.190] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Ophichthus-cephalozona.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Hiodon-tergisus.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Hiodon-alosoides.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Pantodon-buchholzi.html","Pantodon buchholzi Peters, 1876","Freshwater butterflyfish","Freshwater;  pelagic; potamodromous (Ref. 51243). Tropical; 23°C - 30°C (Ref. 13371)","nonvenomous","Harmless","Fisheries: of no interest; aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 05 June 2019","Maturity: Lm ?  range ? - ? cm Max length : 11.9 cm TL male/unsexed; (Ref. 52030)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01122 (0.00514 - 0.02450), b=3.04 (2.87 - 3.21), in cm total length, based on all LWR estimates for this body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.6   ±0.52 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Fec = 80-220).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100)."
"https://www.fishbase.se/summary/Osteoglossum-bicirrhosum.html","Osteoglossum bicirrhosum (Cuvier, 1829)","Arawana","Freshwater;  benthopelagic. Tropical; 24°C - 30°C (Ref. 1672)","nonvenomous","Harmless","Fisheries: commercial; gamefish: yes; aquarium: commercial","Threat to humans  
				
				
					  Harmless","Not Evaluated","Maturity: Lm ?  range ? - ? cm Max length : 90.0 cm TL male/unsexed; (Ref. 50892); max. published weight: 6.0 kg (Ref. 72380)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.7656   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00417 (0.00230 - 0.00756), b=3.10 (2.93 - 3.27), in cm total length, based on LWR estimates for this species & (Sub)family-body  (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.4   ±0.48 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low to moderate vulnerability (31 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Unknown."
"https://www.fishbase.se/summary/Arapaima-gigas.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Heterotis-niloticus.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Gnathonemus-petersii.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Gymnarchus-niloticus.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Xenomystus-nigri.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Chitala-chitala.html","Chitala chitala (Hamilton, 1822)","Clown knifefish","Freshwater;  demersal; pH range: 6.0 - 8.0; dH range: 5 - 19. Tropical; 24°C - 28°C (Ref. 2060)","nonvenomous","Harmless","Fisheries: minor commercial; aquaculture: commercial; gamefish: yes; aquarium: commercial","Threat to humans  
				
				
					  Harmless","Near Threatened (NT) ; Date assessed: 28 May 2010","Maturity: Lm75.5  range ? -  91 cm Max length : 122 cm SL male/unsexed; (Ref. 4832); common length : 75.0 cm SL male/unsexed; (Ref. 2686)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5166   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01259 (0.00522 - 0.03035), b=3.05 (2.83 - 3.27), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.7   ±0.59 se; based on food items.					

				
					
					
						 Generation time: 3.7 ( na - na) years. Estimated as median ln(3)/K based on 1 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (tm=2).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Moderate to high vulnerability (48 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Unknown."
"https://www.fishbase.se/summary/Chitala-ornata.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Denticeps-clupeoides.html","Denticeps clupeoides Clausen, 1959","Denticle herring","Freshwater;  pelagic. Tropical; 20°C - 25°C (Ref. 13614); 7°N -   4°N, 2°E -   9°E","nonvenomous","Harmless","Fisheries:","Threat to humans  
				
				
					  Harmless","Vulnerable (VU) (B2ab(iii)); Date assessed: 11 May 2019","Maturity: Lm ?  range ? - ? cm Max length : 15.0 cm TL male/unsexed; (Ref. 81268)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.5000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01122 (0.00514 - 0.02450), b=3.04 (2.87 - 3.21), in cm total length, based on all LWR estimates for this body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.4 se; based on size and trophs of closest relatives					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Fec < 1,000).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						High."
"https://www.fishbase.se/summary/Jenkinsia-lamprotaenia.html","Jenkinsia lamprotaenia (Gosse, 1851)","Dwarf round herring","Marine;  reef-associated; depth range 0 - 50 m. Subtropical; 34°N -   8°N, 100°W -   60°W (Ref. 188)","nonvenomous","Harmless","Fisheries: minor commercial; bait: usually","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 04 November 2019","Maturity: Lm2.8, range 2 - ? cm Max length : 7.5 cm TL male/unsexed; (Ref. 9710)","Preferred temperature (Ref. 123201): 24.4 - 28, mean 26.8 °C (based on 200 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5625   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00692 (0.00358 - 0.01337), b=3.26 (3.09 - 3.43), in cm total length, based on LWR estimates for this species & (Sub)family-body  (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.3 se; based on diet studies.					

				
					
					
						 Generation time: 0.3 ( na - na) years. Estimated as median ln(3)/K based on 1 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (tm<1; K>0.3).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Low."
"https://www.fishbase.se/summary/Chirocentrus-dorab.html","Chirocentrus dorab (Fabricius, 1775)","Dorab wolf-herring","Marine; brackish;  reef-associated; amphidromous (Ref. 51243); depth range 0 - 120 m (Ref. 30573). Tropical; 35°N -   20°S, 40°E -   156°E (Ref. 55462)","nonvenomous","Harmless","Fisheries: commercial; gamefish: yes; bait: usually","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 02 March 2017","Maturity: Lm ?  range ? - ? cm Max length : 100.0 cm SL male/unsexed; (Ref. 188); 36.6 cm SL (female); common length : 60.0 cm TL male/unsexed; (Ref. 5450)","Preferred temperature (Ref. 123201): 25.5 - 29.1, mean 28.1 °C (based on 1980 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.0000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00513 (0.00361 - 0.00729), b=2.96 (2.86 - 3.06), in cm total length, based on LWR estimates for this species (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  4.4   ±0.75 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Assuming tm=2).					
								
					
						 Prior r = 0.54, 95% CL = 0.36 - 0.81, Based on 9 stock assessments.					
				
									
					Fishing Vulnerability  (Ref. 59153):  High to very high vulnerability (73 of 100).					
								
				
									
					Climate Vulnerability  (Ref. 125649):  High to very high vulnerability (75 of 100).					
								
				
										
					
											Price category  (Ref. 80766):  						Medium."
"https://www.fishbase.se/summary/Engraulis-mordax.html","Engraulis mordax Girard, 1854","Californian anchovy","Marine;  pelagic-neritic; depth range 0 - 310 m (Ref. 96339), usually ? - 219 m (Ref. 54433). Subtropical; 51°N -   21°N, 131°W -   108°W (Ref. 54433)","nonvenomous","Harmless","Fisheries: commercial; bait: usually","Threat to humans  
				
				
					  Harmless","Data deficient (DD) ; Date assessed: 08 May 2020","Maturity: Lm9.6  range ? - ? cm Max length : 24.8 cm SL male/unsexed; (Ref. 27436); common length : 15.0 cm TL male/unsexed; (Ref. 9988); max. published weight: 68.00 g (Ref. 56527); max. reported age: 7 years (Ref. 6884)","Preferred temperature (Ref. 123201): 7.6 - 14.9, mean 9 °C (based on 55 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5020   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00550 (0.00348 - 0.00867), b=3.08 (2.94 - 3.22), in cm total length, based on LWR estimates for this species & Genus-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.1   ±0.28 se; based on food items.					

				
					
					
						 Generation time: 2.3 (1.6 - 2.6) years. Estimated as median ln(3)/K based on 17 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (rm=0.36; K=0.2-0.6; tm=1-4; tmax=7; Fec=4000).					
								
					
						 Prior r = 0.50, 95% CL = 0.33 - 0.75, Based on 2 stock assessments.					
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (24 of 100).					
								
				
									
					Climate Vulnerability  (Ref. 125649):  Low vulnerability (22 of 100).					
								
				
										
					
											Price category  (Ref. 80766):  						Low."
